item_id,restaurant_id,item_name,category,price,is_veg
267,58,Rasmalai,Desserts,138.54,True
268,58,Ice Cream Sundae,Desserts,181.94,True
269,58,Chocolate Brownie,Desserts,181.62,True
270,59,Iced Tea,Beverages,95.07,True
271,59,Caesar Salad,Starters,256.17,True
272,59,Fish & Chips,Main Course,403.57,False
273,59,Grilled Sandwich,Main Course,205.02,True
274,60,Cheesecake,Desserts,233.46,True
275,60,Chocolate Brownie,Desserts,185.4,True
276,60,Waffle,Desserts,236.14,True
277,60,Cold Coffee,Beverages,149.98,True
278,60,Ice Cream Sundae,Desserts,216.2,True
279,60,Rasmalai,Desserts,108.16,True
280,61,Hummus Wrap,Main Course,188.04,True
281,61,Smoothie Bowl,Beverages,255.07,True
282,61,Protein Shake,Beverages,207.19,True
283,62,Vada Pav,Main Course,48.75,True
284,62,Chole Bhature,Main Course,109.38,True
285,62,Pav Bhaji,Main Course,123.11,True
286,62,Jalebi,Desserts,68.75,True
287,62,Samosa,Starters,33.06,True
288,63,Milkshake,Beverages,135.19,True
289,63,French Fries,Sides,97.17,True
290,63,Onion Rings,Sides,135.83,True
291,63,Classic Burger,Main Course,165.84,False
292,63,Veggie Wrap,Main Course,136.06,True
293,63,Chicken Wings,Starters,202.09,False
294,64,Chocolate Brownie,Desserts,166.44,True
295,64,Cold Coffee,Beverages,131.67,True
296,64,Rasmalai,Desserts,148.22,True
297,64,Waffle,Desserts,211.98,True
298,65,Cheesecake,Desserts,218.25,True
299,65,Cold Coffee,Beverages,158.61,True
300,65,Chocolate Brownie,Desserts,165.37,True
301,65,Ice Cream Sundae,Desserts,238.78,True
302,66,Samosa,Starters,34.42,True
303,66,Pani Puri,Starters,60.34,True
304,66,Pav Bhaji,Main Course,121.14,True
305,66,Jalebi,Desserts,65.28,True
306,66,Chole Bhature,Main Course,143.78,True
307,66,Vada Pav,Main Course,38.96,True
308,67,Caesar Salad,Starters,211.24,True
309,67,Pancakes,Desserts,170.6,True
310,67,Mushroom Soup,Soups,145.13,True
311,67,Fish & Chips,Main Course,306.46,False
312,67,Grilled Sandwich,Main Course,181.75,True
313,67,Iced Tea,Beverages,105.57,True
314,68,Double Ka Meetha,Desserts,137.39,True
315,68,Salan,Sides,57.91,True
316,68,Kebab Platter,Starters,360.72,False
317,68,Veg Biryani,Main Course,227.15,True
318,68,Hyderabadi Chicken Biryani,Main Course,316.44,False
319,69,Tiramisu,Desserts,184.37,True
320,69,Bruschetta,Starters,197.48,True
321,69,Pasta Arrabiata,Main Course,276.16,True
322,69,Lemonade,Beverages,100.39,True
323,69,Margherita Pizza,Main Course,332.98,True
324,70,Filter Coffee,Beverages,60.21,True
325,70,Masala Dosa,Main Course,109.58,True
326,70,Idli Sambar,Main Course,96.24,True
327,71,Jalebi,Desserts,87.29,True
328,71,Pav Bhaji,Main Course,107.11,True
329,71,Pani Puri,Starters,74.89,True
330,71,Samosa,Starters,26.42,True
331,71,Vada Pav,Main Course,35.68,True
332,72,Salan,Sides,63.15,True
333,72,Kebab Platter,Starters,310.46,False
334,72,Veg Biryani,Main Course,193.44,True
335,72,Double Ka Meetha,Desserts,135.34,True
336,72,Hyderabadi Chicken Biryani,Main Course,321.97,False
337,73,Garlic Bread,Starters,141.59,True
338,73,Tiramisu,Desserts,226.73,True
339,73,Pasta Arrabiata,Main Course,244.24,True
340,73,Bruschetta,Starters,201.26,True
341,73,Margherita Pizza,Main Course,309.67,True
342,73,Lemonade,Beverages,103.45,True
343,74,Veggie Wrap,Main Course,126.85,True
344,74,French Fries,Sides,116.64,True
345,74,Milkshake,Beverages,154.26,True
346,75,Masala Dosa,Main Course,116.12,True
347,75,Uttapam,Main Course,117.02,True
348,75,Rasam,Soups,70.44,True
349,75,Filter Coffee,Beverages,44.05,True
350,76,Iced Tea,Beverages,92.36,True
351,76,Mushroom Soup,Soups,147.39,True
352,76,Caesar Salad,Starters,249.87,True
353,77,Filter Coffee,Beverages,56.31,True
354,77,Masala Dosa,Main Course,123.31,True
355,77,Uttapam,Main Course,119.82,True
356,77,Idli Sambar,Main Course,69.56,True
357,78,Pasta Arrabiata,Main Course,231.23,True
358,78,Lemonade,Beverages,86.12,True
359,78,Garlic Bread,Starters,127.52,True
360,78,Margherita Pizza,Main Course,352.28,True
361,78,Tiramisu,Desserts,224.4,True
362,78,Bruschetta,Starters,157.55,True
363,79,Jalebi,Desserts,60.73,True
364,79,Pani Puri,Starters,63.3,True
365,79,Chole Bhature,Main Course,141.15,True
366,80,Cold Coffee,Beverages,183.84,True
367,80,Ice Cream Sundae,Desserts,179.66,True
368,80,Waffle,Desserts,205.81,True
369,80,Cheesecake,Desserts,248.16,True
370,80,Rasmalai,Desserts,110.33,True
371,81,Chilli Chicken,Starters,225.13,False
372,81,Fried Rice,Main Course,189.24,True
373,81,Hakka Noodles,Main Course,173.05,True
374,81,Manchurian,Starters,219.91,True
375,81,Spring Rolls,Starters,130.14,True
376,81,Sweet Corn Soup,Soups,144.5,True
377,82,Smoothie Bowl,Beverages,308.4,True
378,82,Protein Shake,Beverages,196.19,True
379,82,Hummus Wrap,Main Course,248.51,True
380,82,Grilled Chicken Salad,Main Course,315.99,False
381,82,Oats Bowl,Main Course,168.17,True
382,82,Quinoa Bowl,Main Course,396.46,True
383,83,Garlic Bread,Starters,155.38,True
384,83,Pasta Arrabiata,Main Course,265.69,True
385,83,Lemonade,Beverages,109.34,True
386,83,Tiramisu,Desserts,216.8,True
387,84,Chole Bhature,Main Course,116.82,True
388,84,Pani Puri,Starters,68.71,True
389,84,Pav Bhaji,Main Course,115.29,True
390,84,Samosa,Starters,32.94,True
391,84,Vada Pav,Main Course,34.96,True
392,84,Jalebi,Desserts,69.99,True
393,85,Manchurian,Starters,189.05,True
394,85,Chilli Chicken,Starters,273.63,False
395,85,Spring Rolls,Starters,186.81,True
396,85,Hakka Noodles,Main Course,184.95,True
397,85,Fried Rice,Main Course,204.16,True
398,86,Garlic Bread,Starters,173.84,True
399,86,Lemonade,Beverages,101.6,True
400,86,Margherita Pizza,Main Course,351.35,True
401,86,Bruschetta,Starters,207.04,True
402,87,Lassi,Beverages,83.91,True
403,87,Paneer Tikka,Starters,217.91,True
404,87,Gulab Jamun,Desserts,97.37,True
405,87,Butter Chicken,Main Course,398.51,False
406,88,Protein Shake,Beverages,184.85,True
407,88,Hummus Wrap,Main Course,170.48,True
408,88,Smoothie Bowl,Beverages,299.49,True
409,88,Grilled Chicken Salad,Main Course,245.84,False
410,89,Masala Dosa,Main Course,106.4,True
411,89,Idli Sambar,Main Course,86.96,True
412,89,Uttapam,Main Course,130.07,True
413,89,Rasam,Soups,85.59,True
414,90,Uttapam,Main Course,114.05,True
415,90,Masala Dosa,Main Course,109.88,True
416,90,Filter Coffee,Beverages,46.45,True
417,90,Vada,Starters,61.18,True
418,91,Vada,Starters,55.83,True
419,91,Rasam,Soups,83.65,True
420,91,Filter Coffee,Beverages,52.12,True
421,91,Uttapam,Main Course,135.34,True
422,92,Salan,Sides,61.14,True
423,92,Kebab Platter,Starters,328.13,False
424,92,Veg Biryani,Main Course,225.14,True
425,92,Double Ka Meetha,Desserts,109.48,True
426,92,Raita,Sides,61.58,True
427,93,Margherita Pizza,Main Course,320.27,True
428,93,Tiramisu,Desserts,184.06,True
429,93,Bruschetta,Starters,180.39,True
430,93,Lemonade,Beverages,97.23,True
431,93,Pasta Arrabiata,Main Course,260.09,True
432,93,Garlic Bread,Starters,160.15,True
433,94,Grilled Sandwich,Main Course,164.14,True
434,94,Mushroom Soup,Soups,148.14,True
435,94,Caesar Salad,Starters,188.13,True
436,94,Pancakes,Desserts,210.06,True
437,94,Fish & Chips,Main Course,399.05,False
438,94,Iced Tea,Beverages,94.19,True
439,95,Rasmalai,Desserts,121.62,True
440,95,Cheesecake,Desserts,216.38,True
441,95,Waffle,Desserts,268.1,True
442,95,Ice Cream Sundae,Desserts,200.79,True
443,95,Cold Coffee,Beverages,161.44,True
444,95,Chocolate Brownie,Desserts,166.98,True
445,96,Raita,Sides,55.52,True
446,96,Kebab Platter,Starters,366.18,False
447,96,Salan,Sides,68.66,True
448,96,Double Ka Meetha,Desserts,113.63,True
449,96,Veg Biryani,Main Course,190.04,True
450,96,Hyderabadi Chicken Biryani,Main Course,329.07,False
451,97,Lassi,Beverages,98.3,True
452,97,Dal Makhani,Main Course,270.1,True
453,97,Paneer Tikka,Starters,227.24,True
454,98,Double Ka Meetha,Desserts,107.6,True
455,98,Kebab Platter,Starters,266.08,False
456,98,Veg Biryani,Main Course,249.62,True
457,98,Hyderabadi Chicken Biryani,Main Course,281.05,False
458,99,Gulab Jamun,Desserts,73.31,True
459,99,Dal Makhani,Main Course,224.56,True
460,99,Naan,Breads,50.7,True
461,100,Bruschetta,Starters,198.8,True
462,100,Garlic Bread,Starters,172.94,True
463,100,Tiramisu,Desserts,197.55,True
464,100,Lemonade,Beverages,90.71,True
465,100,Margherita Pizza,Main Course,343.7,True
466,100,Pasta Arrabiata,Main Course,329.94,True
467,101,Jalebi,Desserts,62.21,True
468,101,Vada Pav,Main Course,46.38,True
469,101,Pav Bhaji,Main Course,101.71,True
470,101,Samosa,Starters,30.5,True
471,101,Pani Puri,Starters,57.92,True
472,101,Chole Bhature,Main Course,122.69,True
473,102,Vada Pav,Main Course,41.78,True
474,102,Pani Puri,Starters,63.06,True
475,102,Chole Bhature,Main Course,107.29,True
476,102,Pav Bhaji,Main Course,107.68,True
477,103,French Fries,Sides,91.39,True
478,103,Onion Rings,Sides,126.9,True
479,103,Classic Burger,Main Course,143.06,False
480,103,Chicken Wings,Starters,266.4,False
481,104,Salan,Sides,58.04,True
482,104,Double Ka Meetha,Desserts,120.13,True
483,104,Hyderabadi Chicken Biryani,Main Course,269.0,False
484,104,Raita,Sides,49.34,True
485,104,Kebab Platter,Starters,325.28,False
486,104,Veg Biryani,Main Course,229.05,True
487,105,Chocolate Brownie,Desserts,207.13,True
488,105,Waffle,Desserts,187.64,True
489,105,Cheesecake,Desserts,270.74,True
490,106,Grilled Sandwich,Main Course,180.05,True
491,106,Caesar Salad,Starters,232.77,True
492,106,Iced Tea,Beverages,111.13,True
493,107,Spring Rolls,Starters,147.69,True
494,107,Chilli Chicken,Starters,269.46,False
495,107,Fried Rice,Main Course,167.83,True
496,107,Sweet Corn Soup,Soups,117.13,True
497,107,Manchurian,Starters,189.17,True
498,108,Chilli Chicken,Starters,297.63,False
499,108,Spring Rolls,Starters,179.88,True
500,108,Sweet Corn Soup,Soups,140.7,True
501,108,Fried Rice,Main Course,144.71,True
502,108,Hakka Noodles,Main Course,215.68,True
503,109,Chilli Chicken,Starters,295.3,False
504,109,Manchurian,Starters,230.12,True
505,109,Hakka Noodles,Main Course,170.89,True
506,109,Fried Rice,Main Course,175.23,True
507,109,Spring Rolls,Starters,168.67,True
508,109,Sweet Corn Soup,Soups,143.75,True
509,110,Lassi,Beverages,99.32,True
510,110,Dal Makhani,Main Course,263.86,True
511,110,Butter Chicken,Main Course,396.11,False
512,110,Paneer Tikka,Starters,286.08,True
513,110,Gulab Jamun,Desserts,89.69,True
514,110,Naan,Breads,42.45,True
515,111,Spring Rolls,Starters,186.71,True
516,111,Sweet Corn Soup,Soups,143.14,True
517,111,Hakka Noodles,Main Course,218.17,True
518,111,Manchurian,Starters,228.74,True
519,111,Fried Rice,Main Course,164.48,True
520,111,Chilli Chicken,Starters,222.73,False
521,112,Sweet Corn Soup,Soups,125.9,True
522,112,Chilli Chicken,Starters,212.36,False
523,112,Hakka Noodles,Main Course,212.93,True
524,112,Spring Rolls,Starters,187.28,True
525,113,Ice Cream Sundae,Desserts,186.93,True
526,113,Rasmalai,Desserts,138.16,True
527,113,Chocolate Brownie,Desserts,200.5,True
528,113,Waffle,Desserts,194.87,True
529,113,Cold Coffee,Beverages,153.59,True
530,113,Cheesecake,Desserts,284.08,True
531,114,Chicken Wings,Starters,250.29,False
532,114,Milkshake,Beverages,145.13,True
533,114,Onion Rings,Sides,135.37,True
534,114,Classic Burger,Main Course,167.74,False
535,115,Bruschetta,Starters,176.96,True
536,115,Tiramisu,Desserts,187.9,True
537,115,Margherita Pizza,Main Course,323.04,True
538,115,Garlic Bread,Starters,181.71,True
539,116,Chilli Chicken,Starters,291.38,False
540,116,Fried Rice,Main Course,195.02,True
541,116,Spring Rolls,Starters,171.0,True
542,117,Caesar Salad,Starters,196.8,True
543,117,Iced Tea,Beverages,88.75,True
544,117,Mushroom Soup,Soups,173.9,True
545,117,Grilled Sandwich,Main Course,166.55,True
546,117,Pancakes,Desserts,245.36,True
547,117,Fish & Chips,Main Course,377.7,False
548,118,Vada Pav,Main Course,34.99,True
549,118,Samosa,Starters,31.93,True
550,118,Pav Bhaji,Main Course,118.88,True
551,118,Pani Puri,Starters,74.52,True
552,119,Vada,Starters,51.22,True
553,119,Idli Sambar,Main Course,95.28,True
554,119,Uttapam,Main Course,107.4,True
555,119,Masala Dosa,Main Course,141.18,True
556,119,Filter Coffee,Beverages,48.44,True
557,120,Fish & Chips,Main Course,337.17,False
558,120,Iced Tea,Beverages,103.39,True
559,120,Caesar Salad,Starters,261.72,True
560,120,Mushroom Soup,Soups,188.98,True
561,121,Chole Bhature,Main Course,126.11,True
562,121,Vada Pav,Main Course,45.02,True
563,121,Jalebi,Desserts,67.16,True
564,122,Onion Rings,Sides,136.67,True
565,122,French Fries,Sides,97.34,True
566,122,Milkshake,Beverages,153.55,True
567,122,Veggie Wrap,Main Course,130.79,True
568,122,Chicken Wings,Starters,251.47,False
569,122,Classic Burger,Main Course,176.13,False
570,123,Quinoa Bowl,Main Course,310.29,True
571,123,Hummus Wrap,Main Course,235.2,True
572,123,Protein Shake,Beverages,218.69,True
573,124,Classic Burger,Main Course,152.85,False
574,124,Veggie Wrap,Main Course,145.51,True
575,124,Milkshake,Beverages,128.61,True
576,124,French Fries,Sides,99.65,True
577,125,Veggie Wrap,Main Course,158.0,True
578,125,Chicken Wings,Starters,204.17,False
579,125,Onion Rings,Sides,131.18,True
580,126,Hakka Noodles,Main Course,185.94,True
581,126,Manchurian,Starters,183.1,True
582,126,Fried Rice,Main Course,153.85,True
583,126,Spring Rolls,Starters,169.26,True
584,126,Chilli Chicken,Starters,231.94,False
585,126,Sweet Corn Soup,Soups,108.95,True
586,127,Lassi,Beverages,102.63,True
587,127,Dal Makhani,Main Course,237.66,True
588,127,Butter Chicken,Main Course,358.82,False
589,127,Gulab Jamun,Desserts,99.63,True
590,128,Rasmalai,Desserts,106.61,True
591,128,Waffle,Desserts,272.73,True
592,128,Ice Cream Sundae,Desserts,184.37,True
593,128,Chocolate Brownie,Desserts,156.78,True
594,129,Uttapam,Main Course,104.28,True
595,129,Filter Coffee,Beverages,44.88,True
596,129,Idli Sambar,Main Course,80.69,True
597,129,Vada,Starters,58.26,True
598,129,Rasam,Soups,76.19,True
599,130,Chilli Chicken,Starters,287.03,False
600,130,Spring Rolls,Starters,166.52,True
601,130,Hakka Noodles,Main Course,172.82,True
602,130,Manchurian,Starters,222.26,True
603,131,Margherita Pizza,Main Course,312.66,True
604,131,Lemonade,Beverages,111.75,True
605,131,Bruschetta,Starters,189.7,True
606,131,Tiramisu,Desserts,171.84,True
607,131,Garlic Bread,Starters,160.8,True
608,132,Vada,Starters,58.16,True
609,132,Masala Dosa,Main Course,108.01,True
610,132,Idli Sambar,Main Course,78.41,True
611,132,Filter Coffee,Beverages,56.78,True
612,132,Rasam,Soups,83.64,True
613,132,Uttapam,Main Course,117.15,True
614,133,Rasam,Soups,74.03,True
615,133,Masala Dosa,Main Course,130.07,True
616,133,Filter Coffee,Beverages,56.77,True
617,133,Vada,Starters,69.96,True
618,133,Idli Sambar,Main Course,71.97,True
619,133,Uttapam,Main Course,126.63,True
620,134,Ice Cream Sundae,Desserts,170.43,True
621,134,Cold Coffee,Beverages,154.33,True
622,134,Waffle,Desserts,214.66,True
623,135,Caesar Salad,Starters,244.43,True
