order_id,user_id,restaurant_id,order_date,order_amount,discount,final_amount,status,rating
153,888,65,2025-03-12 22:06:06,919.09,0,919.09,Delivered,
154,36,183,2025-10-11 18:48:07,392.73,0,392.73,Delivered,5
155,515,12,2025-01-21 06:21:15,310.31,31.03,279.28,Delivered,3
156,277,125,2025-05-22 21:48:08,447.18,0,447.18,Delivered,
157,132,23,2025-06-13 10:31:35,714.62,0,714.62,Delivered,4
158,423,140,2025-11-22 21:56:01,848.98,84.9,764.08,Delivered,5
159,259,166,2025-12-16 18:22:25,224.36,22.44,201.92,Delivered,
160,548,88,2025-07-19 15:14:35,1099.88,0,1099.88,Delivered,4
161,63,178,2025-03-21 10:56:01,466.66,0,466.66,Delivered,4
162,569,165,2025-04-27 10:43:57,720.2,0,720.2,Delivered,
163,858,7,2025-05-08 10:08:07,141.9,0,141.9,Delivered,5
164,996,54,2025-07-25 20:28:47,73.43,0,73.43,Delivered,
165,755,182,2025-10-15 07:27:54,1391.33,0,1391.33,Delivered,4
166,24,28,2025-06-25 14:12:49,328.35,32.84,295.51,Delivered,2
167,790,39,2025-02-28 07:09:22,109.0,0,109.0,Delivered,4
168,178,192,2025-04-13 13:05:55,775.9,0,775.9,Delivered,4
169,974,131,2025-08-01 09:29:39,817.14,122.57,694.57,Delivered,5
170,684,108,2025-11-14 12:06:36,735.96,0,735.96,Cancelled,
171,629,148,2025-09-12 20:22:53,230.81,46.16,184.65,Delivered,
172,949,32,2025-04-21 12:39:24,364.42,36.44,327.98,Delivered,3
173,100,148,2025-11-05 08:32:01,324.36,0,324.36,Cancelled,
174,383,78,2025-12-05 18:59:55,157.55,7.88,149.67,Delivered,5
175,74,161,2025-01-12 16:34:11,347.36,0,347.36,Delivered,
176,748,168,2025-07-02 16:00:12,699.13,0,699.13,Cancelled,
177,521,100,2025-08-31 15:39:29,792.39,158.48,633.91,Delivered,
178,363,186,2025-12-07 08:08:01,1251.84,0,1251.84,Delivered,4
179,653,182,2025-12-27 17:08:30,891.53,0,891.53,Delivered,5
180,929,81,2025-01-14 14:40:18,587.42,0,587.42,Delivered,
181,964,183,2025-04-24 17:40:54,97.01,0,97.01,Delivered,3
182,828,22,2025-08-25 11:41:20,565.84,0,565.84,Delivered,
183,713,3,2025-08-14 23:47:35,1156.73,0,1156.73,Delivered,
184,25,84,2025-12-24 12:31:39,67.9,0,67.9,Delivered,
185,518,182,2025-10-07 07:57:19,372.62,0,372.62,Cancelled,
186,420,100,2025-12-03 20:48:28,197.55,0,197.55,Delivered,
187,368,162,2025-10-09 12:01:57,326.9,49.03,277.87,Delivered,
188,580,39,2025-01-30 23:23:40,234.76,46.95,187.81,Delivered,5
189,229,177,2025-11-28 09:34:44,113.43,0,113.43,Delivered,5
190,229,30,2025-05-31 23:42:07,123.18,0,123.18,Delivered,1
191,313,8,2025-10-20 20:24:23,1018.26,101.83,916.43,Delivered,
192,164,131,2025-07-03 08:31:44,522.34,0,522.34,Delivered,3
193,457,172,2025-08-31 13:18:33,128.17,0,128.17,Delivered,5
194,901,134,2025-01-08 15:56:41,643.98,0,643.98,Delivered,
195,937,184,2025-01-07 14:56:48,1178.01,176.7,1001.31,Delivered,
196,512,169,2025-10-11 22:45:21,1143.75,114.38,1029.37,Delivered,5
197,938,114,2025-07-09 13:46:06,290.26,0,290.26,Delivered,5
198,731,176,2025-12-16 19:36:08,299.88,0,299.88,Delivered,
199,859,166,2025-10-03 19:49:02,219.76,0,219.76,Delivered,
200,992,80,2025-09-19 16:51:16,179.66,0,179.66,Delivered,
201,865,168,2025-10-02 12:23:31,809.34,80.93,728.41,Cancelled,
202,454,94,2025-08-19 10:06:53,188.38,0,188.38,Delivered,4
203,794,156,2025-10-24 23:29:42,204.46,0,204.46,Delivered,3
204,802,143,2025-11-03 20:40:37,398.12,39.81,358.31,Delivered,3
205,477,113,2025-03-22 11:37:42,616.84,61.68,555.16,Delivered,
206,100,30,2025-12-07 18:59:16,627.07,0,627.07,Delivered,5
207,938,195,2025-02-27 12:34:13,532.25,0,532.25,Delivered,
208,743,39,2025-01-02 20:28:24,298.26,0,298.26,Delivered,2
209,648,100,2025-08-15 08:21:02,1452.58,0,1452.58,Delivered,4
210,500,10,2025-08-16 20:27:02,101.54,10.15,91.39,Delivered,4
211,520,197,2025-10-12 21:56:02,226.1,11.3,214.8,Delivered,
212,348,93,2025-06-06 22:48:39,562.58,0,562.58,Cancelled,
213,13,51,2025-10-11 20:12:46,1096.72,219.34,877.38,Delivered,2
214,63,134,2025-12-11 17:28:58,324.76,0,324.76,Delivered,3
215,695,92,2025-07-07 21:41:57,839.99,0,839.99,Delivered,
216,15,23,2025-02-02 13:00:53,1026.59,205.32,821.27,Delivered,5
217,497,123,2025-06-19 19:51:31,1015.89,0,1015.89,Delivered,2
218,343,1,2025-05-28 21:53:14,685.98,0,685.98,Delivered,2
219,548,84,2025-06-28 14:11:42,186.81,0,186.81,Delivered,
220,802,35,2025-10-18 15:00:06,729.5,0,729.5,Delivered,4
221,493,73,2025-10-01 20:21:40,245.04,49.01,196.03,Delivered,2
222,915,100,2025-09-29 13:12:06,884.95,0,884.95,Cancelled,
223,882,166,2025-09-15 17:06:29,129.53,0,129.53,Delivered,
224,326,55,2025-07-23 11:48:20,296.75,0,296.75,Delivered,4
225,74,61,2025-08-25 22:28:40,1045.53,0,1045.53,Delivered,1
226,997,24,2025-06-07 14:38:06,1235.23,185.28,1049.95,Delivered,5
227,597,25,2025-11-25 08:17:10,233.5,0,233.5,Delivered,
228,55,13,2025-07-21 22:28:48,1133.38,56.67,1076.71,Delivered,3
229,967,60,2025-05-27 17:37:18,556.2,0,556.2,Delivered,
230,134,65,2025-07-18 07:34:21,716.34,0,716.34,Delivered,4
231,709,110,2025-05-15 20:36:18,1179.76,0,1179.76,Delivered,4
232,613,5,2025-02-07 11:57:28,265.72,53.14,212.58,Delivered,4
233,688,73,2025-04-23 12:03:29,245.04,0,245.04,Delivered,1
234,878,26,2025-02-15 13:58:55,508.2,0,508.2,Delivered,
235,573,148,2025-08-05 11:20:53,1284.98,0,1284.98,Delivered,5
236,790,39,2025-04-26 00:03:05,375.51,56.33,319.18,Cancelled,
237,906,8,2025-10-31 17:19:37,194.45,0,194.45,Cancelled,
238,873,156,2025-08-26 11:07:42,927.64,0,927.64,Delivered,5
239,485,173,2025-09-28 20:16:33,1471.68,294.34,1177.34,Delivered,3
240,973,34,2025-12-06 08:39:40,1985.46,297.82,1687.64,Delivered,
241,190,12,2025-07-17 11:26:04,235.84,23.58,212.26,Cancelled,
242,39,67,2025-08-22 00:10:26,949.45,0,949.45,Delivered,3
243,664,167,2025-02-08 12:06:01,620.75,93.11,527.64,Delivered,4
244,478,55,2025-07-27 21:17:10,769.95,0,769.95,Delivered,4
245,561,183,2025-05-11 19:56:27,93.04,0,93.04,Delivered,
246,147,90,2025-03-08 13:09:03,403.33,80.67,322.66,Delivered,
247,659,159,2025-09-20 21:09:52,459.02,0,459.02,Delivered,4
248,713,92,2025-09-13 21:47:45,286.28,28.63,257.65,Delivered,
249,712,63,2025-08-28 21:12:51,271.66,0,271.66,Delivered,
250,542,163,2025-05-19 13:18:34,337.76,33.78,303.98,Delivered,1
251,284,18,2025-07-02 20:44:56,153.47,0,153.47,Delivered,5
252,709,26,2025-05-17 13:36:41,43.37,0,43.37,Delivered,4
253,291,121,2025-04-20 14:01:58,45.02,0,45.02,Delivered,5
254,70,168,2025-02-17 12:16:44,929.66,185.93,743.73,Delivered,5
255,960,2,2025-12-21 13:15:41,134.56,0,134.56,Delivered,4
256,255,30,2025-11-27 21:41:53,746.71,0,746.71,Cancelled,
257,21,21,2025-09-05 19:29:14,557.62,0,557.62,Delivered,
258,906,40,2025-06-09 13:12:47,193.15,0,193.15,Delivered,3
259,964,83,2025-12-04 21:45:45,588.98,0,588.98,Delivered,4
260,397,51,2025-09-17 22:44:36,337.48,0,337.48,Delivered,4
261,88,110,2025-03-05 13:40:43,89.69,0,89.69,Cancelled,
262,81,187,2025-12-08 14:56:50,1234.02,123.4,1110.62,Delivered,3
263,995,65,2025-10-14 11:36:36,854.42,0,854.42,Delivered,5
264,631,112,2025-01-29 13:53:13,187.28,0,187.28,Delivered,4
265,136,160,2025-10-24 11:36:42,223.47,44.69,178.78,Delivered,5
266,292,148,2025-02-07 22:20:43,957.34,0,957.34,Delivered,4
267,569,184,2025-10-08 13:04:57,322.86,0,322.86,Delivered,5
268,937,93,2025-08-09 13:35:04,517.47,51.75,465.72,Delivered,4
269,362,182,2025-01-15 22:45:43,181.47,0,181.47,Delivered,
270,83,64,2025-06-18 11:14:30,148.22,7.41,140.81,Delivered,2
271,540,144,2025-07-05 00:28:26,399.79,0,399.79,Delivered,4
272,320,25,2025-05-12 07:02:15,300.5,0,300.5,Delivered,4
273,875,155,2025-11-29 10:02:16,766.41,0,766.41,Delivered,3
274,984,53,2025-09-15 18:05:49,506.36,0,506.36,Delivered,4
275,284,67,2025-02-15 18:07:03,181.75,0,181.75,Delivered,4
276,655,107,2025-12-25 11:26:18,584.98,0,584.98,Delivered,
277,91,3,2025-10-20 10:13:18,411.13,0,411.13,Delivered,5
278,763,11,2025-05-06 08:22:11,493.58,0,493.58,Delivered,
279,100,177,2025-11-13 21:08:08,332.81,0,332.81,Delivered,4
280,167,175,2025-06-17 13:26:16,86.0,0,86.0,Cancelled,
281,882,40,2025-07-28 21:44:13,133.39,13.34,120.05,Delivered,3
282,26,130,2025-12-07 19:25:29,505.86,0,505.86,Delivered,5
283,167,11,2025-06-04 20:34:01,1179.15,0,1179.15,Delivered,5
284,497,34,2025-10-10 00:30:41,452.37,45.24,407.13,Delivered,3
285,897,130,2025-08-22 21:17:47,1070.89,53.54,1017.35,Delivered,
286,23,108,2025-03-09 10:41:56,574.83,0,574.83,Delivered,5
287,49,178,2025-07-31 19:25:40,553.48,0,553.48,Delivered,4
288,621,96,2025-11-01 11:02:44,442.7,0,442.7,Delivered,4
289,912,178,2025-03-17 15:00:27,553.48,27.67,525.81,Delivered,
290,978,134,2025-08-01 08:21:43,170.43,34.09,136.34,Delivered,5
291,598,67,2025-12-22 11:55:25,211.24,21.12,190.12,Delivered,
292,332,92,2025-07-04 10:15:19,1277.6,0,1277.6,Delivered,
293,868,14,2025-06-06 20:17:04,128.63,0,128.63,Delivered,4
294,867,52,2025-12-16 15:19:05,326.93,49.04,277.89,Delivered,3
295,545,14,2025-08-03 21:55:58,154.35,0,154.35,Delivered,4
296,292,182,2025-12-07 13:10:26,554.09,110.82,443.27,Delivered,
297,310,58,2025-11-16 07:43:39,645.84,0,645.84,Delivered,4
298,74,73,2025-02-18 20:17:41,488.48,0,488.48,Delivered,
299,375,8,2025-02-23 10:13:15,212.74,0,212.74,Delivered,
300,912,110,2025-08-15 16:14:20,1805.74,361.15,1444.59,Delivered,
301,161,32,2025-08-12 11:16:23,516.01,51.6,464.41,Delivered,4
302,593,73,2025-07-28 18:24:47,553.91,0,553.91,Cancelled,
303,530,3,2025-05-19 13:43:41,1206.26,241.25,965.01,Delivered,
304,878,59,2025-10-09 21:04:10,717.36,0,717.36,Delivered,4
305,158,200,2025-04-16 18:15:45,52.34,0,52.34,Delivered,5
306,92,70,2025-10-10 22:05:38,471.85,47.19,424.66,Delivered,4
307,722,18,2025-12-06 19:50:46,1209.85,0,1209.85,Delivered,5
308,518,43,2025-12-01 12:41:57,271.07,0,271.07,Delivered,
309,844,104,2025-05-07 19:41:52,458.1,0,458.1,Delivered,
310,327,26,2025-03-12 14:47:04,998.0,0,998.0,Delivered,
311,455,179,2025-07-30 18:24:10,193.57,0,193.57,Delivered,5
312,486,180,2025-06-04 13:05:51,706.63,0,706.63,Delivered,4
313,241,74,2025-04-28 11:01:29,126.85,6.34,120.51,Delivered,5
314,159,166,2025-05-17 16:03:18,40.83,0,40.83,Cancelled,
315,33,77,2025-07-10 17:41:31,239.64,0,239.64,Delivered,4
316,194,167,2025-06-26 20:12:47,333.14,0,333.14,Delivered,1
317,754,84,2025-08-13 19:42:37,301.54,15.08,286.46,Cancelled,
318,624,11,2025-04-19 18:06:50,196.02,0,196.02,Delivered,4
319,314,100,2025-10-14 20:35:42,198.8,0,198.8,Delivered,5
320,164,71,2025-03-16 00:10:21,292.57,43.89,248.68,Delivered,
321,415,76,2025-02-19 17:26:17,592.1,59.21,532.89,Delivered,3
322,218,183,2025-11-24 18:12:47,439.25,0,439.25,Delivered,5
323,150,83,2025-03-13 09:22:56,948.63,0,948.63,Delivered,4
324,339,105,2025-07-02 12:08:20,1123.89,0,1123.89,Delivered,4
325,515,106,2025-04-10 16:32:39,360.1,36.01,324.09,Delivered,
326,780,72,2025-10-06 11:18:07,391.93,0,391.93,Delivered,5
327,489,61,2025-07-03 19:28:06,462.26,0,462.26,Delivered,4
328,553,147,2025-10-10 22:32:19,509.3,25.47,483.83,Cancelled,
329,209,4,2025-09-30 20:31:04,273.56,0,273.56,Delivered,4
330,897,107,2025-11-11 18:40:07,117.13,0,117.13,Delivered,
331,496,26,2025-12-18 08:33:58,915.43,0,915.43,Delivered,
332,924,196,2025-06-03 21:33:51,1058.41,0,1058.41,Cancelled,
333,200,30,2025-04-18 16:13:47,339.38,0,339.38,Cancelled,
334,10,14,2025-11-26 21:54:33,116.41,0,116.41,Delivered,4
335,817,142,2025-02-15 20:51:53,472.9,0,472.9,Delivered,5
336,564,13,2025-05-08 10:23:33,635.98,127.2,508.78,Delivered,5
337,52,34,2025-06-03 19:43:30,318.22,0,318.22,Delivered,5
338,788,10,2025-12-04 18:15:32,648.33,0,648.33,Delivered,5
339,357,89,2025-06-28 15:17:28,191.99,0,191.99,Delivered,5
340,142,95,2025-08-04 13:40:17,606.1,30.31,575.79,Delivered,5
341,309,120,2025-07-29 08:40:12,365.11,0,365.11,Delivered,3
342,430,137,2025-11-20 11:04:52,288.69,0,288.69,Delivered,4
343,751,115,2025-11-11 14:32:14,823.04,0,823.04,Delivered,5
344,964,134,2025-10-14 20:21:44,968.74,0,968.74,Delivered,3
345,216,56,2025-08-16 14:17:25,387.92,58.19,329.73,Delivered,5
346,773,11,2025-05-15 19:28:09,555.31,0,555.31,Delivered,3
347,472,108,2025-02-21 11:34:19,477.51,0,477.51,Delivered,
348,730,174,2025-03-19 23:11:28,810.67,81.07,729.6,Delivered,3
349,89,139,2025-05-13 15:49:47,732.03,0,732.03,Delivered,
350,524,4,2025-04-09 14:20:28,513.3,0,513.3,Delivered,4
351,142,20,2025-04-15 20:40:49,449.68,0,449.68,Delivered,3
352,997,33,2025-06-23 20:55:17,47.16,7.07,40.09,Delivered,2
353,131,149,2025-04-25 13:14:43,518.52,0,518.52,Delivered,4
354,162,128,2025-10-01 12:51:24,642.73,0,642.73,Cancelled,
355,245,133,2025-12-21 18:04:26,130.07,0,130.07,Delivered,5
356,378,193,2025-12-26 19:23:45,342.85,0,342.85,Delivered,4
357,487,52,2025-08-13 17:56:00,209.01,0,209.01,Delivered,5
358,604,199,2025-04-12 23:52:14,936.29,93.63,842.66,Cancelled,
359,167,175,2025-01-05 08:07:22,376.74,0,376.74,Delivered,1
360,97,13,2025-06-29 16:47:33,671.15,0,671.15,Delivered,5
361,929,173,2025-12-11 22:22:01,165.02,24.75,140.27,Delivered,5
362,360,10,2025-01-26 21:50:22,114.57,0,114.57,Delivered,5
363,77,9,2025-12-06 17:59:44,300.84,0,300.84,Delivered,1
364,297,52,2025-05-23 13:01:56,516.63,0,516.63,Delivered,
365,242,14,2025-03-13 21:37:37,154.35,0,154.35,Delivered,5
366,299,49,2025-09-06 20:16:45,211.65,31.75,179.9,Delivered,
367,85,197,2025-04-05 19:05:07,240.91,0,240.91,Delivered,4
368,151,12,2025-05-16 13:31:38,195.93,9.8,186.13,Delivered,5
369,112,104,2025-05-16 19:22:56,1456.71,0,1456.71,Delivered,5
370,80,111,2025-04-08 15:19:25,811.33,0,811.33,Delivered,4
371,747,177,2025-04-08 19:42:22,238.09,0,238.09,Delivered,
372,599,103,2025-09-23 14:52:16,929.66,0,929.66,Delivered,2
373,991,73,2025-03-06 12:34:00,771.66,0,771.66,Cancelled,
374,80,151,2025-08-12 19:00:46,909.35,0,909.35,Delivered,
375,469,52,2025-10-07 09:02:26,210.1,0,210.1,Delivered,5
376,517,89,2025-07-27 21:27:15,559.27,83.89,475.38,Delivered,5
377,375,48,2025-11-09 13:13:11,692.49,0,692.49,Delivered,
378,820,12,2025-02-11 20:15:26,360.06,72.01,288.05,Delivered,5
379,38,178,2025-03-17 20:57:00,1093.39,0,1093.39,Cancelled,
380,260,164,2025-08-27 12:04:26,666.73,0,666.73,Delivered,4
