order_item_id,order_id,item_id,quantity,item_price,subtotal
218,101,326,3,96.24,288.72
219,101,325,1,109.58,109.58
220,101,324,3,60.21,180.63
221,102,180,1,316.01,316.01
222,103,558,1,103.39,103.39
223,103,560,1,188.98,188.98
224,103,559,1,261.72,261.72
225,103,557,1,337.17,337.17
226,104,216,1,63.54,63.54
227,105,817,1,191.49,191.49
228,105,815,3,189.92,569.76
229,106,880,1,120.99,120.99
230,107,873,1,266.32,266.32
231,107,872,1,178.81,178.81
232,108,267,2,138.54,277.08
233,109,247,1,49.85,49.85
234,110,713,2,68.16,136.32
235,110,714,2,54.27,108.54
236,110,712,2,89.24,178.48
237,111,407,2,170.48,340.96
238,111,406,1,184.85,184.85
239,112,761,1,52.47,52.47
240,113,895,2,198.26,396.52
241,113,893,3,230.49,691.47
242,114,166,2,68.12,136.24
243,115,692,1,267.16,267.16
244,115,690,1,91.1,91.1
245,116,602,1,222.26,222.26
246,117,443,1,161.44,161.44
247,117,441,1,268.1,268.1
248,117,439,2,121.62,243.24
249,118,651,1,150.24,150.24
250,118,652,1,247.12,247.12
251,119,20,3,137.92,413.76
252,120,367,1,179.66,179.66
253,120,368,3,205.81,617.43
254,121,176,1,108.59,108.59
255,122,360,1,352.28,352.28
256,122,359,3,127.52,382.56
257,123,687,1,214.33,214.33
258,123,688,1,230.37,230.37
259,124,895,2,198.26,396.52
260,124,896,2,98.16,196.32
261,125,647,1,95.79,95.79
262,126,100,1,224.84,224.84
263,126,102,1,220.12,220.12
264,127,183,2,74.44,148.88
265,127,182,1,99.56,99.56
266,128,710,1,274.05,274.05
267,128,709,1,218.31,218.31
268,128,714,1,54.27,54.27
269,129,363,1,60.73,60.73
270,129,364,1,63.3,63.3
271,129,365,1,141.15,141.15
272,130,334,1,193.44,193.44
273,130,333,1,310.46,310.46
274,131,43,2,110.66,221.32
275,132,569,1,176.13,176.13
276,132,568,1,251.47,251.47
277,133,145,1,47.6,47.6
278,133,147,3,79.12,237.36
279,133,144,1,377.17,377.17
280,134,209,1,188.85,188.85
281,134,211,1,280.44,280.44
282,135,490,1,180.05,180.05
283,136,41,3,194.45,583.35
284,137,195,1,55.4,55.4
285,137,192,2,351.86,703.72
286,137,194,1,91.51,91.51
287,138,189,1,61.9,61.9
288,139,744,2,337.01,674.02
289,139,746,1,163.45,163.45
290,140,797,1,90.2,90.2
291,140,799,1,121.08,121.08
292,141,793,2,344.67,689.34
293,142,905,2,59.7,119.4
294,142,904,1,95.22,95.22
295,143,738,3,107.18,321.54
296,143,737,1,223.47,223.47
297,144,788,1,235.44,235.44
298,144,789,1,304.32,304.32
299,144,787,1,74.13,74.13
300,145,815,1,189.92,189.92
301,145,817,3,191.49,574.47
302,146,156,1,375.8,375.8
303,147,252,2,106.83,213.66
304,148,439,2,121.62,243.24
305,148,443,2,161.44,322.88
306,149,347,1,117.02,117.02
307,149,346,2,116.12,232.24
308,150,757,1,204.57,204.57
309,150,759,1,280.6,280.6
310,150,758,1,71.74,71.74
311,151,284,1,109.38,109.38
312,151,286,3,68.75,206.25
313,152,748,1,98.56,98.56
314,153,299,2,158.61,317.22
315,153,298,2,218.25,436.5
316,153,300,1,165.37,165.37
317,154,840,1,98.19,98.19
318,154,838,1,294.54,294.54
319,155,57,1,46.55,46.55
320,155,54,1,120.02,120.02
321,155,56,2,71.87,143.74
322,156,579,1,131.18,131.18
323,156,577,2,158.0,316.0
324,157,116,2,107.07,214.14
325,157,114,1,290.96,290.96
326,157,115,1,209.52,209.52
327,158,643,1,176.66,176.66
328,158,646,1,394.73,394.73
329,158,647,1,95.79,95.79
330,158,642,1,181.8,181.8
331,159,761,3,52.47,157.41
332,159,763,1,26.12,26.12
333,159,762,1,40.83,40.83
334,160,406,3,184.85,554.55
335,160,409,1,245.84,245.84
336,160,408,1,299.49,299.49
337,161,814,1,276.74,276.74
338,161,815,1,189.92,189.92
339,162,759,2,280.6,561.2
340,162,760,3,53.0,159.0
341,163,36,3,47.3,141.9
342,164,248,1,73.43,73.43
343,165,834,1,181.47,181.47
344,165,833,1,298.32,298.32
345,165,831,3,186.31,558.93
346,165,832,1,352.61,352.61
347,166,137,1,196.34,196.34
348,166,139,1,132.01,132.01
349,167,186,2,54.5,109.0
350,168,878,2,327.54,655.08
351,168,877,2,60.41,120.82
352,169,603,1,312.66,312.66
353,169,607,1,160.8,160.8
354,169,606,2,171.84,343.68
355,170,498,2,297.63,595.26
356,170,500,1,140.7,140.7
357,171,677,1,230.81,230.81
358,172,154,1,140.21,140.21
359,172,155,1,224.21,224.21
360,173,679,1,93.55,93.55
361,173,677,1,230.81,230.81
362,174,362,1,157.55,157.55
363,175,743,1,347.36,347.36
364,176,771,3,167.44,502.32
365,176,773,1,196.81,196.81
366,177,462,1,172.94,172.94
367,177,464,1,90.71,90.71
368,177,461,1,198.8,198.8
369,177,466,1,329.94,329.94
370,178,848,2,171.11,342.22
371,178,849,1,211.18,211.18
372,178,850,2,349.22,698.44
373,179,831,1,186.31,186.31
374,179,832,2,352.61,705.22
375,180,373,1,173.05,173.05
376,180,372,1,189.24,189.24
377,180,371,1,225.13,225.13
378,181,839,1,97.01,97.01
379,182,108,1,188.74,188.74
380,182,109,2,188.55,377.1
381,183,13,2,244.95,489.9
382,183,14,2,116.65,233.3
383,183,15,3,144.51,433.53
384,184,391,1,34.96,34.96
385,184,390,1,32.94,32.94
386,185,831,2,186.31,372.62
387,186,463,1,197.55,197.55
388,187,746,2,163.45,326.9
389,188,184,2,67.67,135.34
390,188,185,1,99.42,99.42
391,189,812,1,113.43,113.43
392,190,145,1,47.6,47.6
393,190,146,1,75.58,75.58
394,191,39,2,296.39,592.78
395,191,38,2,212.74,425.48
396,192,606,1,171.84,171.84
397,192,605,1,189.7,189.7
398,192,607,1,160.8,160.8
399,193,790,1,54.04,54.04
400,193,787,1,74.13,74.13
401,194,622,3,214.66,643.98
402,195,843,1,322.46,322.46
403,195,841,2,82.37,164.74
404,195,842,3,230.27,690.81
405,196,776,3,159.23,477.69
406,196,778,3,222.02,666.06
407,197,532,2,145.13,290.26
408,198,804,1,299.88,299.88
409,199,763,2,26.12,52.24
410,199,764,1,62.58,62.58
411,199,761,2,52.47,104.94
412,200,367,1,179.66,179.66
413,201,772,1,177.07,177.07
414,201,771,2,167.44,334.88
415,201,773,1,196.81,196.81
416,201,774,1,100.58,100.58
417,202,438,2,94.19,188.38
418,203,715,1,204.46,204.46
419,204,656,1,199.09,199.09
420,204,657,1,199.03,199.03
421,205,525,1,186.93,186.93
422,205,529,1,153.59,153.59
423,205,526,2,138.16,276.32
424,206,147,1,79.12,79.12
425,206,146,1,75.58,75.58
426,206,145,2,47.6,95.2
427,206,144,1,377.17,377.17
428,207,892,1,310.16,310.16
429,207,890,1,222.09,222.09
430,208,185,3,99.42,298.26
431,209,463,2,197.55,395.1
432,209,466,2,329.94,659.88
433,209,461,2,198.8,397.6
434,210,48,1,101.54,101.54
435,211,900,2,113.05,226.1
436,212,428,2,184.06,368.12
437,212,430,2,97.23,194.46
438,213,234,1,270.62,270.62
439,213,233,1,93.56,93.56
440,213,237,3,244.18,732.54
441,214,621,1,154.33,154.33
442,214,620,1,170.43,170.43
443,215,424,2,225.14,450.28
444,215,426,1,61.58,61.58
445,215,423,1,328.13,328.13
446,216,115,3,209.52,628.56
447,216,114,1,290.96,290.96
448,216,116,1,107.07,107.07
449,217,570,1,310.29,310.29
450,217,571,3,235.2,705.6
451,218,1,3,228.66,685.98
452,219,392,1,69.99,69.99
453,219,387,1,116.82,116.82
454,220,169,2,364.75,729.5
455,221,342,1,103.45,103.45
456,221,337,1,141.59,141.59
457,222,463,1,197.55,197.55
458,222,465,2,343.7,687.4
459,223,762,1,40.83,40.83
460,223,764,1,62.58,62.58
461,223,763,1,26.12,26.12
462,224,253,1,189.92,189.92
463,224,252,1,106.83,106.83
464,225,280,2,188.04,376.08
465,225,282,2,207.19,414.38
466,225,281,1,255.07,255.07
467,226,119,1,237.15,237.15
468,226,120,2,150.59,301.18
469,226,118,2,190.77,381.54
470,226,117,2,157.68,315.36
471,227,124,2,55.5,111.0
472,227,122,1,122.5,122.5
473,228,64,3,220.68,662.04
474,228,61,2,235.67,471.34
475,229,275,3,185.4,556.2
476,230,301,3,238.78,716.34
477,231,513,2,89.69,179.38
478,231,511,1,396.11,396.11
479,231,510,1,263.86,263.86
480,231,514,1,42.45,42.45
481,231,509,3,99.32,297.96
482,232,26,1,265.72,265.72
483,233,342,1,103.45,103.45
484,233,337,1,141.59,141.59
485,234,127,1,317.07,317.07
486,234,130,1,191.13,191.13
487,235,677,2,230.81,461.62
488,235,679,2,93.55,187.1
489,235,678,1,273.79,273.79
490,235,676,1,362.47,362.47
491,236,184,1,67.67,67.67
492,236,185,2,99.42,198.84
493,236,186,2,54.5,109.0
494,237,41,1,194.45,194.45
495,238,715,2,204.46,408.92
496,238,716,2,138.42,276.84
497,238,718,2,120.94,241.88
498,239,793,2,344.67,689.34
499,239,791,3,260.78,782.34
500,240,162,2,126.83,253.66
501,240,164,2,250.1,500.2
502,240,166,3,68.12,204.36
503,240,163,2,325.54,651.08
504,240,165,2,188.08,376.16
505,241,57,2,46.55,93.1
506,241,56,1,71.87,71.87
507,241,55,1,70.87,70.87
508,242,308,3,211.24,633.72
509,242,310,1,145.13,145.13
510,242,309,1,170.6,170.6
511,243,766,1,92.27,92.27
512,243,769,2,264.24,528.48
513,244,255,1,232.87,232.87
514,244,256,2,268.54,537.08
515,245,836,2,46.52,93.04
516,246,417,1,61.18,61.18
517,246,414,3,114.05,342.15
518,247,735,1,125.79,125.79
519,247,736,1,67.36,67.36
520,247,731,1,86.37,86.37
521,247,733,2,89.75,179.5
522,248,422,1,61.14,61.14
523,248,424,1,225.14,225.14
524,249,290,2,135.83,271.66
525,250,750,1,135.65,135.65
526,250,747,3,67.37,202.11
527,251,88,1,153.47,153.47
528,252,128,1,43.37,43.37
529,253,562,1,45.02,45.02
530,254,771,2,167.44,334.88
531,254,774,2,100.58,201.16
532,254,773,2,196.81,393.62
533,255,8,1,134.56,134.56
534,256,145,3,47.6,142.8
535,256,144,1,377.17,377.17
536,256,146,3,75.58,226.74
537,257,106,1,252.4,252.4
538,257,104,1,185.44,185.44
539,257,103,1,119.78,119.78
540,258,189,2,61.9,123.8
541,258,191,1,69.35,69.35
542,259,386,2,216.8,433.6
543,259,383,1,155.38,155.38
544,260,236,1,93.3,93.3
545,260,237,1,244.18,244.18
546,261,513,1,89.69,89.69
547,262,856,1,395.69,395.69
548,262,853,1,163.27,163.27
549,262,855,2,213.85,427.7
550,262,852,1,247.36,247.36
551,263,299,1,158.61,158.61
552,263,298,1,218.25,218.25
553,263,301,2,238.78,477.56
554,264,524,1,187.28,187.28
555,265,737,1,223.47,223.47
556,266,676,1,362.47,362.47
557,266,678,2,273.79,547.58
558,266,680,1,47.29,47.29
559,267,841,1,82.37,82.37
560,267,844,1,240.49,240.49
561,268,431,1,260.09,260.09
562,268,432,1,160.15,160.15
563,268,430,1,97.23,97.23
564,269,834,1,181.47,181.47
565,270,296,1,148.22,148.22
566,271,662,1,139.57,139.57
567,271,661,1,61.54,61.54
568,271,659,2,99.34,198.68
569,272,124,1,55.5,55.5
570,272,122,2,122.5,245.0
571,273,710,2,274.05,548.1
572,273,709,1,218.31,218.31
573,274,246,2,253.18,506.36
574,275,312,1,181.75,181.75
575,276,494,1,269.46,269.46
576,276,493,1,147.69,147.69
577,276,495,1,167.83,167.83
578,277,16,1,166.18,166.18
579,277,13,1,244.95,244.95
580,278,52,1,232.43,232.43
581,278,53,1,261.15,261.15
582,279,812,1,113.43,113.43
583,279,811,1,69.46,69.46
584,279,809,2,74.96,149.92
585,280,801,1,86.0,86.0
586,281,188,1,64.04,64.04
587,281,191,1,69.35,69.35
588,282,600,2,166.52,333.04
589,282,601,1,172.82,172.82
590,283,52,1,232.43,232.43
591,283,50,1,163.27,163.27
592,283,53,3,261.15,783.45
593,284,162,1,126.83,126.83
594,284,163,1,325.54,325.54
595,285,600,1,166.52,166.52
596,285,602,2,222.26,444.52
597,285,601,1,172.82,172.82
598,285,599,1,287.03,287.03
599,286,500,1,140.7,140.7
600,286,501,3,144.71,434.13
601,287,814,2,276.74,553.48
602,288,450,1,329.07,329.07
603,288,448,1,113.63,113.63
604,289,814,2,276.74,553.48
605,290,620,1,170.43,170.43
606,291,308,1,211.24,211.24
607,292,423,2,328.13,656.26
608,292,425,1,109.48,109.48
609,292,424,2,225.14,450.28
610,292,426,1,61.58,61.58
611,293,67,1,128.63,128.63
612,294,239,1,68.07,68.07
613,294,241,2,129.43,258.86
614,295,68,1,116.41,116.41
615,295,66,1,37.94,37.94
616,296,834,1,181.47,181.47
617,296,831,2,186.31,372.62
618,297,266,2,232.11,464.22
619,297,269,1,181.62,181.62
620,298,339,2,244.24,488.48
621,299,38,1,212.74,212.74
622,300,510,2,263.86,527.72
623,300,511,3,396.11,1188.33
624,300,513,1,89.69,89.69
625,301,156,1,375.8,375.8
626,301,154,1,140.21,140.21
627,302,341,1,309.67,309.67
628,302,339,1,244.24,244.24
629,303,14,1,116.65,116.65
630,303,15,3,144.51,433.53
631,303,13,2,244.95,489.9
632,303,16,1,166.18,166.18
633,304,271,2,256.17,512.34
634,304,273,1,205.02,205.02
635,305,912,1,52.34,52.34
636,306,324,1,60.21,60.21
637,306,326,2,96.24,192.48
638,306,325,2,109.58,219.16
639,307,86,3,273.21,819.63
640,307,89,1,390.22,390.22
641,308,201,1,271.07,271.07
642,309,486,2,229.05,458.1
643,310,128,1,43.37,43.37
644,310,127,1,317.07,317.07
645,310,129,2,318.78,637.56
646,311,819,1,49.14,49.14
647,311,820,1,144.43,144.43
648,312,822,2,235.68,471.36
649,312,823,1,235.27,235.27
650,313,343,1,126.85,126.85
651,314,762,1,40.83,40.83
652,315,355,2,119.82,239.64
653,316,768,1,333.14,333.14
654,317,390,1,32.94,32.94
655,317,391,1,34.96,34.96
656,317,387,2,116.82,233.64
657,318,51,1,196.02,196.02
658,319,461,1,198.8,198.8
659,320,328,1,107.11,107.11
660,320,331,1,35.68,35.68
661,320,329,2,74.89,149.78
662,321,350,1,92.36,92.36
663,321,352,2,249.87,499.74
664,322,838,1,294.54,294.54
665,322,840,1,98.19,98.19
666,322,836,1,46.52,46.52
667,323,386,1,216.8,216.8
668,323,384,1,265.69,265.69
669,323,383,3,155.38,466.14
670,324,489,2,270.74,541.48
671,324,488,2,187.64,375.28
672,324,487,1,207.13,207.13
673,325,490,2,180.05,360.1
674,326,334,1,193.44,193.44
675,326,335,1,135.34,135.34
676,326,332,1,63.15,63.15
677,327,281,1,255.07,255.07
678,327,282,1,207.19,207.19
679,328,673,1,136.23,136.23
680,328,671,1,209.8,209.8
681,328,675,1,163.27,163.27
682,329,17,1,156.37,156.37
683,329,22,1,117.19,117.19
684,330,496,1,117.13,117.13
685,331,130,1,191.13,191.13
686,331,129,2,318.78,637.56
687,331,128,2,43.37,86.74
688,332,893,1,230.49,230.49
689,332,894,2,364.88,729.76
690,332,896,1,98.16,98.16
691,333,143,1,260.26,260.26
692,333,147,1,79.12,79.12
693,334,68,1,116.41,116.41
694,335,651,1,150.24,150.24
695,335,653,2,161.33,322.66
696,336,64,1,220.68,220.68
697,336,63,2,155.08,310.16
698,336,62,1,105.14,105.14
699,337,164,1,250.1,250.1
700,337,166,1,68.12,68.12
701,338,49,3,114.57,343.71
702,338,48,3,101.54,304.62
703,339,410,1,106.4,106.4
704,339,413,1,85.59,85.59
705,340,439,1,121.62,121.62
706,340,441,1,268.1,268.1
707,340,440,1,216.38,216.38
708,341,558,1,103.39,103.39
709,341,559,1,261.72,261.72
710,342,630,3,63.47,190.41
711,342,629,1,98.28,98.28
712,343,537,2,323.04,646.08
713,343,535,1,176.96,176.96
714,344,621,1,154.33,154.33
715,344,622,3,214.66,643.98
716,344,620,1,170.43,170.43
717,345,259,1,232.16,232.16
718,345,257,1,155.76,155.76
719,346,51,2,196.02,392.04
720,346,50,1,163.27,163.27
721,347,499,1,179.88,179.88
722,347,498,1,297.63,297.63
723,348,800,1,56.19,56.19
724,348,799,3,121.08,363.24
725,348,796,2,81.74,163.48
726,348,798,2,68.78,137.56
727,348,797,1,90.2,90.2
728,349,639,2,217.34,434.68
729,349,638,1,182.04,182.04
730,349,640,1,115.31,115.31
731,350,21,1,130.12,130.12
732,350,19,1,226.81,226.81
733,350,17,1,156.37,156.37
734,351,100,2,224.84,449.68
735,352,157,1,47.16,47.16
736,353,681,3,61.45,184.35
737,353,682,3,111.39,334.17
738,354,591,1,272.73,272.73
739,354,590,2,106.61,213.22
740,354,593,1,156.78,156.78
741,355,615,1,130.07,130.07
742,356,884,1,73.48,73.48
743,356,883,1,115.01,115.01
744,356,881,2,77.18,154.36
745,357,238,1,80.67,80.67
746,357,239,1,68.07,68.07
747,357,240,1,60.27,60.27
748,358,909,1,263.28,263.28
749,358,910,3,164.86,494.58
750,358,908,1,178.43,178.43
751,359,802,1,50.3,50.3
752,359,801,1,86.0,86.0
753,359,803,2,120.22,240.44
754,360,64,1,220.68,220.68
755,360,60,1,146.6,146.6
756,360,65,1,303.87,303.87
757,361,795,1,165.02,165.02
758,362,49,1,114.57,114.57
759,363,46,1,300.84,300.84
760,364,241,3,129.43,388.29
761,364,239,1,68.07,68.07
762,364,240,1,60.27,60.27
763,365,66,1,37.94,37.94
764,365,68,1,116.41,116.41
765,366,225,1,211.65,211.65
766,367,900,1,113.05,113.05
767,367,897,2,63.93,127.86
768,368,54,1,120.02,120.02
769,368,59,1,75.91,75.91
770,369,484,3,49.34,148.02
771,369,483,2,269.0,538.0
772,369,482,1,120.13,120.13
773,369,485,2,325.28,650.56
774,370,520,3,222.73,668.19
775,370,516,1,143.14,143.14
776,371,808,1,124.66,124.66
777,371,812,1,113.43,113.43
778,372,479,1,143.06,143.06
779,372,480,2,266.4,532.8
780,372,478,2,126.9,253.8
781,373,337,2,141.59,283.18
782,373,339,2,244.24,488.48
783,374,692,1,267.16,267.16
784,374,691,2,219.3,438.6
785,374,695,1,203.59,203.59
786,375,241,1,129.43,129.43
787,375,238,1,80.67,80.67
788,376,410,2,106.4,212.8
789,376,411,3,86.96,260.88
790,376,413,1,85.59,85.59
791,377,220,2,248.16,496.32
792,377,219,1,196.17,196.17
793,378,54,3,120.02,360.06
794,379,816,2,259.46,518.92
795,379,817,3,191.49,574.47
796,380,753,1,330.03,330.03
797,380,751,1,336.7,336.7
798,381,686,1,206.53,206.53
799,381,688,1,230.37,230.37
800,382,638,1,182.04,182.04
801,383,249,1,105.51,105.51
802,383,251,2,61.6,123.2
803,384,617,1,69.96,69.96
804,384,614,1,74.03,74.03
805,385,697,3,89.58,268.74
806,385,700,3,84.6,253.8
807,385,699,1,264.85,264.85
808,385,696,2,271.89,543.78
809,386,84,2,375.41,750.82
810,386,80,1,155.24,155.24
811,387,215,1,96.38,96.38
812,387,218,2,70.08,140.16
813,388,723,2,212.91,425.82
814,388,721,3,219.08,657.24
815,388,724,1,239.45,239.45
816,389,514,2,42.45,84.9
817,389,509,2,99.32,198.64
818,390,654,1,114.97,114.97
819,390,651,1,150.24,150.24
820,390,653,1,161.33,161.33
821,391,512,1,286.08,286.08
822,392,640,2,115.31,230.62
823,392,639,1,217.34,217.34
824,393,38,1,212.74,212.74
825,393,40,1,216.36,216.36
826,394,670,3,221.28,663.84
827,395,420,1,52.12,52.12
828,396,823,1,235.27,235.27
829,397,328,1,107.11,107.11
830,397,330,2,26.42,52.84
831,398,906,1,124.75,124.75
832,399,38,2,212.74,425.48
833,399,41,1,194.45,194.45
834,399,39,2,296.39,592.78
835,399,40,1,216.36,216.36
836,400,344,1,116.64,116.64
837,400,343,1,126.85,126.85
838,401,466,2,329.94,659.88
839,401,464,1,90.71,90.71
840,402,468,1,46.38,46.38
841,402,470,1,30.5,30.5
842,402,472,2,122.69,245.38
843,403,697,1,89.58,89.58
844,403,698,1,384.89,384.89
845,404,651,2,150.24,300.48
846,405,701,1,196.96,196.96
847,405,703,1,90.15,90.15
848,406,238,1,80.67,80.67
849,406,241,2,129.43,258.86
850,406,239,2,68.07,136.14
851,407,326,1,96.24,96.24
852,407,324,3,60.21,180.63
853,407,325,1,109.58,109.58
854,408,335,1,135.34,135.34
855,408,334,1,193.44,193.44
856,409,204,2,77.57,155.14
857,409,202,1,52.03,52.03
858,409,201,1,271.07,271.07
859,410,2,1,91.89,91.89
860,410,1,1,228.66,228.66
861,411,52,1,232.43,232.43
862,411,51,1,196.02,196.02
863,411,50,2,163.27,326.54
864,412,328,1,107.11,107.11
865,412,327,2,87.29,174.58
866,412,329,1,74.89,74.89
867,413,805,2,316.03,632.06
868,414,58,1,126.59,126.59
869,414,56,2,71.87,143.74
870,414,57,1,46.55,46.55
871,415,530,2,284.08,568.16
